Unnamed: 0,area_type,location,total_sqft,bath,balcony,price,bhk
8038,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,155.0,3
8039,Super built-up  Area,Bellandur,2666.0,3.0,1.0,230.0,3
8040,Super built-up  Area,Sarjapur  Road,1550.0,2.0,1.0,89.0,3
8041,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,50.0,2
8042,Super built-up  Area,Electronic City,1070.0,2.0,1.0,53.0,2
8043,Super built-up  Area,Kalena Agrahara,1200.0,2.0,2.0,45.0,2
8044,Built-up  Area,CV Raman Nagar,1435.0,2.0,2.0,60.0,3
8045,Built-up  Area,Bommasandra,1400.0,2.0,3.0,45.0,3
8046,Super built-up  Area,Judicial Layout,2330.0,3.0,2.0,94.71,4
8047,Super built-up  Area,Thanisandra,1200.0,2.0,3.0,60.0,2
8048,Super built-up  Area,Panathur,1000.0,2.0,2.0,40.0,2
8049,Super built-up  Area,Bannerghatta Road,1655.0,2.0,2.0,62.89,3
8050,Built-up  Area,Raja Rajeshwari Nagar,3600.0,9.0,3.0,240.0,9
8051,Plot  Area,Bidrahalli,600.0,1.0,1.0,35.0,1
8052,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,1.0,50.0,2
8053,Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.43,2
8054,Plot  Area,Magadi Road,1200.0,3.0,2.0,98.0,3
8055,Super built-up  Area,Budigere,1149.0,2.0,2.0,65.0,2
8056,Super built-up  Area,Jakkur,1745.0,2.0,2.0,98.485,3
8057,Plot  Area,Choodasandra,3200.0,4.0,2.0,375.0,4
8058,Super built-up  Area,Chinnapanahalli,1010.0,2.0,2.0,55.0,2
8059,Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,119.0,3
8060,Super built-up  Area,Bilal Nagar,650.0,1.0,1.0,20.0,2
8061,Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2
8062,Super built-up  Area,Hormavu,1200.0,2.0,2.0,68.0,2
8063,Super built-up  Area,Bannerghatta Road,1693.0,3.0,2.0,89.0,3
8064,Super built-up  Area,Koramangala,1249.0,2.0,1.0,165.0,2
8065,Built-up  Area,Thanisandra,1800.0,4.0,1.0,125.0,3
8066,Plot  Area,Margondanahalli,900.0,2.0,0.0,55.0,2
8067,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2
8068,Super built-up  Area,Amruthahalli,1700.0,3.0,2.0,77.0,3
8069,Built-up  Area,Panathur,661.0,1.0,1.0,40.0,1
8070,Super built-up  Area,Bannerghatta Road,1280.0,2.0,2.0,60.16,2
8071,Plot  Area,Krishna Nagar,1000.0,4.0,2.0,90.0,5
8072,Super built-up  Area,Hosur Road,1170.0,2.0,1.0,48.0,2
8073,Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1
8074,Built-up  Area,Sarjapur  Road,1150.0,2.0,0.0,44.0,2
8075,Super built-up  Area,Benson Town,3633.0,6.0,2.0,550.0,4
8076,Super built-up  Area,Rajaji Nagar,1380.0,3.0,3.0,130.0,3
8077,Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2
8078,Super built-up  Area,Kanakapura Main Road,1080.0,2.0,1.0,37.8,2
8079,Super built-up  Area,Harlur,1303.0,2.0,1.0,90.0,2
8080,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2
8081,Built-up  Area,Nagarbhavi,2500.0,3.0,2.0,180.0,5
8082,Plot  Area,Sarjapur  Road,1200.0,4.0,1.0,95.0,5
8083,Super built-up  Area,Bommanahalli,1250.0,3.0,2.0,41.0,3
8084,Super built-up  Area,Akshaya Nagar,1419.0,2.0,3.0,87.0,3
8085,Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2
8086,Built-up  Area,7th Phase JP Nagar,1120.0,2.0,2.0,65.0,2
8087,Super built-up  Area,Electronics City Phase 1,762.5,1.0,0.0,45.4,1
8088,Super built-up  Area,Electronics City Phase 1,1245.0,2.0,1.0,75.0,2
8089,Built-up  Area,Palanahalli,3978.0,4.0,3.0,428.0,4
8090,Super built-up  Area,Channasandra,1093.0,2.0,1.0,34.0,2
8091,Super built-up  Area,Electronic City,1025.0,1.0,1.0,26.63,2
8092,Super built-up  Area,Hebbal,1345.0,2.0,1.0,97.0,2
8093,Plot  Area,Suryanagar,1500.0,2.0,1.0,45.0,2
8094,Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2
8095,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,48.45,2
8096,Super built-up  Area,Nanjappa Layout,1800.0,3.0,3.0,85.0,3
8097,Super built-up  Area,Konanakunte,3621.0,4.0,1.0,511.0,4
8098,Super built-up  Area,Banagiri Nagar,2008.0,3.0,2.0,170.0,3
8099,Super built-up  Area,Kothannur,1240.0,2.0,2.0,39.85,3
8100,Super built-up  Area,CV Raman Nagar,1020.0,2.0,1.0,55.0,2
8101,Super built-up  Area,2nd Stage Arekere Mico Layout,2095.0,3.0,2.0,142.0,3
8102,Super built-up  Area,Gunjur,1362.0,3.0,2.0,62.63,3
8103,Super built-up  Area,Yelahanka,694.0,1.0,0.0,30.84,1
8104,Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2
8105,Super built-up  Area,Electronic City Phase II,1192.0,2.0,3.0,47.0,3
8106,Plot  Area,Wilson Garden,1850.0,12.0,2.0,300.0,8
8107,Plot  Area,Mahalakshmi Layout,1050.0,1.0,0.0,35.0,4
8108,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2
8109,Super built-up  Area,Kengeri,1000.0,2.0,2.0,34.0,2
8110,Super built-up  Area,Rachenahalli,985.0,2.0,1.0,49.97,2
8111,Built-up  Area,Indira Nagar,850.0,1.0,2.0,60.0,1
8112,Built-up  Area,Uttarahalli,1650.0,2.0,1.0,50.0,3
8113,Plot  Area,Rajaji Nagar,2400.0,3.0,1.0,320.0,5
8114,Super built-up  Area,Sarjapur  Road,1900.0,4.0,1.0,180.0,3
8115,Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2
8116,Super built-up  Area,Rajaji Nagar,1210.0,2.0,2.0,81.0,3
8117,Super built-up  Area,Duvasapalya,1190.0,2.0,1.0,48.6,2
8118,Super built-up  Area,Sarjapur,1175.0,2.0,2.0,42.0,2
8119,Super built-up  Area,R.T. Nagar,2800.0,4.0,2.0,400.0,4
8120,Super built-up  Area,Whitefield,1140.0,2.0,2.0,40.0,2
8121,Super built-up  Area,Hoskote,1095.0,2.0,2.0,33.6,2
8122,Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1
8123,Super built-up  Area,Gubbalala,1435.0,2.0,2.0,80.0,3
8124,Super built-up  Area,Choodasandra,725.0,2.0,2.0,36.0,2
8125,Built-up  Area,BCMC Layout,1600.0,2.0,2.0,88.0,3
8126,Plot  Area,9th Phase JP Nagar,1200.0,5.0,2.0,160.0,5
8127,Super built-up  Area,Hosakerehalli,3205.0,4.0,2.0,300.0,4
8128,Plot  Area,Vishwapriya Layout,720.0,3.0,1.0,95.0,4
8129,Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,90.0,3
8130,Plot  Area,Jnanabharathi Layout,860.0,4.0,2.0,125.0,4
8131,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
8132,Super built-up  Area,Kanakpura Road,1703.0,3.0,2.0,130.0,3
8133,Super built-up  Area,Padmanabhanagar,1350.0,3.0,1.0,71.55,3
8134,Super built-up  Area,Horamavu Agara,1145.0,2.0,1.0,41.21,2
8135,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
8136,Super built-up  Area,7th Phase JP Nagar,1100.0,3.0,1.0,60.0,2
8137,Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,201.0,4
8138,Plot  Area,Kothanur,2700.0,4.0,2.0,175.0,4
8139,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2
8140,Carpet  Area,Kanakpura Road,1600.0,3.0,3.0,90.0,3
8141,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
8142,Super built-up  Area,Hosakerehalli,3033.0,4.0,1.0,326.0,4
8143,Plot  Area,Pai Layout,780.0,2.0,1.0,72.0,2
8144,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
8145,Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
8146,Plot  Area,Sarjapur  Road,1480.0,4.0,1.0,169.0,5
8147,Plot  Area,Horamavu Agara,1250.0,4.0,1.0,100.0,4
8148,Plot  Area,Udaya Nagar,1350.0,4.0,2.0,160.0,4
8149,Built-up  Area,Laggere,620.0,2.0,0.0,48.0,1
8150,Super built-up  Area,Raja Rajeshwari Nagar,1630.0,3.0,2.0,60.65,3
8151,Built-up  Area,Hennur Road,1020.0,2.0,0.0,45.0,2
8152,Super built-up  Area,Hosakerehalli,1410.0,2.0,2.0,53.58,3
8153,Carpet  Area,Bhoganhalli,1181.7,2.0,1.0,100.0,2
8154,Plot  Area,9th Block Jayanagar,1200.0,8.0,3.0,270.0,9
8155,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,113.0,3
8156,Built-up  Area,KR Puram,1200.0,4.0,0.0,83.0,4
8157,Super built-up  Area,Banaswadi,1200.0,2.0,3.0,60.0,2
8158,Super built-up  Area,Old Airport Road,1050.0,2.0,2.0,50.0,2
8159,Super built-up  Area,Kathriguppe,1300.0,3.0,2.0,77.99,3
8160,Super built-up  Area,Whitefield,1356.0,2.0,1.0,94.84,2
8161,Super built-up  Area,Whitefield,1338.0,2.0,1.0,103.0,2
8162,Super built-up  Area,Kengeri Satellite Town Stage II,500.0,1.0,1.0,20.0,1
8163,Super built-up  Area,Vasantha Vallabha Nagar,1280.0,2.0,1.0,100.0,3
8164,Super built-up  Area,Raja Rajeshwari Nagar,1531.0,3.0,3.0,51.77,3
8165,Super built-up  Area,Church Street,11000.0,4.0,1.0,1600.0,4
8166,Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2
8167,Super built-up  Area,8th Phase JP Nagar,1605.0,2.0,2.0,65.0,3
8168,Super built-up  Area,Thanisandra,1917.0,3.0,2.0,110.0,3
8169,Plot  Area,Nagarbhavi,1200.0,3.0,1.0,340.0,4
8170,Super built-up  Area,Srinivas Colony,2750.0,3.0,2.0,943.0,3
8171,Built-up  Area,Sarjapur  Road,1400.0,3.0,2.0,55.0,3
8172,Built-up  Area,Thubarahalli,2625.0,3.0,3.0,175.0,3
8173,Built-up  Area,Sahakara Nagar,1100.0,2.0,1.0,55.0,2
8174,Super built-up  Area,Hennur Road,2041.0,3.0,3.0,128.0,3
8175,Super built-up  Area,Sarjapur  Road,2070.0,4.0,2.0,160.0,3
8176,Super built-up  Area,Hebbal,1110.0,3.0,3.0,59.0,3
8177,Built-up  Area,Uday Nagar,1650.0,3.0,1.0,110.0,3
8178,Plot  Area,Ambedkar Nagar,3565.0,4.0,3.0,255.0,4
8179,Super built-up  Area,Varthur Road,1033.0,2.0,2.0,30.47,3
8180,Super built-up  Area,HSR Layout,1142.0,2.0,2.0,65.0,2
8181,Super built-up  Area,Mathikere,1500.0,2.0,2.0,75.0,3
8182,Super built-up  Area,Electronic City Phase II,1502.0,3.0,3.0,50.0,3
8183,Super built-up  Area,Shree Ananth Nagar Layout,1176.0,2.0,1.0,45.0,3
8184,Super built-up  Area,Hosa Road,1063.0,2.0,1.0,32.8,2
8185,Built-up  Area,Kammanahalli,1100.0,2.0,1.0,60.0,2
8186,Plot  Area,Kamakshipalya,1044.0,2.0,2.0,85.0,2
8187,Plot  Area,Sarjapur  Road,5400.0,3.0,2.0,700.0,3
8188,Built-up  Area,6th Phase JP Nagar,1216.0,2.0,2.0,60.0,2
8189,Super built-up  Area,Suddaguntepalya,1425.0,3.0,2.0,55.0,3
8190,Plot  Area,Hongasandra,1200.0,8.0,2.0,150.0,8
8191,Super built-up  Area,Hosur Road,1345.0,2.0,2.0,108.0,2
8192,Super built-up  Area,Marathahalli,1248.0,2.0,1.0,130.0,2
8193,Plot  Area,Chaitanya Ananya,1830.0,4.0,2.0,325.0,4
8194,Built-up  Area,Shankarapuram,900.0,1.0,0.0,130.0,2
8195,Built-up  Area,Bellandur,3600.0,4.0,2.0,245.0,4
8196,Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2
8197,Plot  Area,Nagashetty Halli,840.0,1.0,1.0,99.0,2
8198,Super built-up  Area,Lakshminarayana Pura,3050.0,2.0,2.0,90.0,3
8199,Super built-up  Area,Kadubeesanahalli,1424.0,2.0,2.0,75.0,3
8200,Built-up  Area,EPIP Zone,2500.0,3.0,1.0,268.0,3
8201,Plot  Area,ISRO Layout,1200.0,6.0,2.0,230.0,6
8202,Super built-up  Area,Byrasandra Extension,1285.0,2.0,2.0,45.0,2
8203,Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2
8204,Super built-up  Area,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2
8205,Plot  Area,Yelahanka New Town,2700.0,3.0,0.0,350.0,3
8206,Plot  Area,Gattahalli,2000.0,2.0,2.0,95.0,3
8207,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.65,2
8208,Built-up  Area,Old Madras Road,3900.0,4.0,2.0,175.0,4
8209,Built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1.0,38.37,2
8210,Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2
8211,Super built-up  Area,Devanahalli,1466.0,3.0,3.0,77.59,3
8212,Super built-up  Area,Outer Ring Road East,3870.0,4.0,2.0,411.0,4
8213,Super built-up  Area,Ramagondanahalli,1610.0,2.0,2.0,115.0,3
8214,Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,56.0,3
8215,Built-up  Area,Kaggadasapura,1225.0,2.0,2.0,48.0,2
8216,Super built-up  Area,Akshaya Nagar,1300.0,2.0,1.0,54.0,2
8217,Super built-up  Area,Thanisandra,1996.0,4.0,1.0,123.0,3
8218,Super built-up  Area,Mallathahalli,1320.0,2.0,2.0,55.0,3
8219,Super built-up  Area,Rajaji Nagar,1800.0,3.0,2.0,240.0,3
8220,Super built-up  Area,Richmond Town,1835.0,3.0,3.0,175.0,3
8221,Super built-up  Area,Sarjapur  Road,1435.0,3.0,2.0,90.0,3
8222,Super built-up  Area,Whitefield,4097.0,3.0,2.0,400.0,3
8223,Super built-up  Area,Rayasandra,1601.0,3.0,3.0,70.0,3
8224,Super built-up  Area,Kadubeesanahalli,1257.0,2.0,2.0,93.0,2
8225,Super built-up  Area,Iblur Village,3596.0,5.0,1.0,260.0,4
8226,Super built-up  Area,Kasavanhalli,1309.0,2.0,2.0,95.0,2
8227,Plot  Area,Yeshwanthpur,1362.0,2.0,0.0,100.0,2
8228,Super built-up  Area,Whitefield,1115.0,2.0,1.0,55.0,2
8229,Super built-up  Area,Whitefield,1870.0,3.0,2.0,90.0,3
8230,Super built-up  Area,manyata park,1322.0,2.0,1.0,61.99,2
8231,Super built-up  Area,Telecom Layout,1450.0,2.0,1.0,65.0,3
8232,Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2
8233,Super built-up  Area,7th Phase JP Nagar,1790.0,3.0,3.0,120.0,3
8234,Plot  Area,Whitefield,3450.0,4.0,2.0,208.0,3
8235,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.5,2
8236,Super built-up  Area,Budigere,693.0,1.0,0.0,27.375,1
8237,Plot  Area,Sarjapur  Road,5400.0,4.0,2.0,750.0,4
8238,Super built-up  Area,Devanahalli,775.0,1.0,0.0,39.0,1
8239,Built-up  Area,Hoodi,1000.0,2.0,2.0,48.0,2
8240,Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.25,2
8241,Super built-up  Area,Binny Pete,1282.0,3.0,2.0,178.0,3
8242,Super built-up  Area,Alur,425.0,1.0,1.0,15.0,1
8243,Built-up  Area,Nelamangala,820.0,2.0,2.0,30.0,2
8244,Super built-up  Area,Richmond Town,2230.0,4.0,2.0,792.0,4
8245,Built-up  Area,Hebbal,1200.0,2.0,2.0,52.0,2
8246,Super built-up  Area,Ramagondanahalli,1151.0,2.0,2.0,43.6,2
8247,Super built-up  Area,Hulimavu,1320.0,2.0,2.0,59.0,3
8248,Carpet  Area,Bikasipura,1450.0,3.0,2.0,68.0,3
8249,Super built-up  Area,Poorna Pragna Layout,1270.0,2.0,3.0,50.79,3
8250,Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,123.0,3
8251,Super built-up  Area,Devanahalli,1020.0,2.0,1.0,49.87,1
8252,Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,95.0,3
8253,Super built-up  Area,Richmond Town,2380.0,4.0,3.0,242.0,4
8254,Built-up  Area,Electronic City,2400.0,2.0,2.0,78.0,3
8255,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2
8256,Super built-up  Area,Haralur Road,2805.0,4.0,3.0,154.0,4
8257,Super built-up  Area,Mysore Road,1360.0,3.0,0.0,47.6,3
8258,Super built-up  Area,Brookefield,1089.0,2.0,1.0,49.0,2
8259,Super built-up  Area,Yelahanka,1115.0,2.0,2.0,60.0,2
8260,Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,45.0,2
8261,Super built-up  Area,Sarjapur  Road,1194.0,2.0,1.0,51.0,2
8262,Super built-up  Area,Kannamangala,1536.0,3.0,1.0,104.0,3
8263,Super built-up  Area,Hennur,1255.0,2.0,2.0,55.5,2
8264,Super built-up  Area,Electronic City,1571.0,3.0,2.0,83.0,3
8265,Plot  Area,Virupakshapura,900.0,1.0,0.0,70.0,2
8266,Super built-up  Area,Keshava Nagar,1517.0,2.0,2.0,125.0,2
8267,Super built-up  Area,Budigere,664.0,1.0,1.0,35.4,1
8268,Super built-up  Area, Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
8269,Super built-up  Area,Hegde Nagar,1340.0,2.0,2.0,72.0,2
8270,Super built-up  Area,Attibele,1175.0,2.0,1.0,29.38,2
8271,Plot  Area,Benson Town,3569.0,4.0,1.0,600.0,4
8272,Super built-up  Area,Sarjapur,1240.0,2.0,2.0,43.1,2
8273,Built-up  Area,V.V Puram,1559.6266939129123,2.0,0.0,150.0,3
8274,Super built-up  Area,Electronic City,1470.0,2.0,1.0,44.1,3
8275,Super built-up  Area,Kanakpura Road,525.0,2.0,2.0,29.25,1
8276,Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,3
8277,Super built-up  Area,Sri Sai Layout,1000.0,2.0,2.0,35.0,2
8278,Super built-up  Area,Gunjur,1071.0,2.0,1.0,51.0,2
8279,Super built-up  Area,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3
8280,Built-up  Area,Frazer Town,3435.0,2.0,1.0,341.0,4
8281,Super built-up  Area,Thanisandra main road,3144.0,3.0,1.0,455.0,3
8282,Built-up  Area,Kalyan nagar,1190.0,2.0,1.0,60.0,2
8283,Super built-up  Area,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3
8284,Super built-up  Area,Kanakpura Road,1283.0,2.0,2.0,63.22,2
8285,Built-up  Area,Mallasandra,1325.0,2.0,2.0,73.0,2
8286,Super built-up  Area,Whitefield,1105.0,2.0,1.0,35.36,2
8287,Super built-up  Area,Banaswadi,1600.0,3.0,2.0,74.5,3
8288,Plot  Area,Devara Jeevanahalli,400.0,2.0,2.0,35.0,4
8289,Super built-up  Area,Kanakpura Road,800.0,2.0,2.0,41.145,2
8290,Super built-up  Area,Hennur,1100.0,2.0,1.0,44.55,2
8291,Super built-up  Area,Talaghattapura,2099.0,3.0,3.0,147.0,3
8292,Super built-up  Area,Yelachenahalli,1365.0,2.0,1.0,72.0,3
8293,Super built-up  Area,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2
8294,Super built-up  Area,Hosur Road,1250.0,2.0,1.0,55.0,2
8295,Super built-up  Area,Chikkalasandra,1290.0,2.0,2.0,56.12,3
8296,Super built-up  Area,Bellandur,1170.0,2.0,1.0,46.79,2
8297,Super built-up  Area,Kanakpura Road,1328.0,2.0,3.0,91.06,2
8298,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,87.0,2
8299,Super built-up  Area,1st Phase JP Nagar,1180.0,2.0,2.0,88.5,2
8300,Super built-up  Area,Electronic City,1350.0,3.0,2.0,66.0,3
8301,Super built-up  Area,Nagawara Junction,3602.0,4.0,2.0,280.0,4
8302,Super built-up  Area,Nagasandra,2400.0,4.0,1.0,145.0,4
8303,Super built-up  Area,Electronic City Phase II,1020.0,2.0,2.0,32.0,2
8304,Super built-up  Area,Begur Road,1410.0,2.0,3.0,49.34,3
8305,Built-up  Area,Vishwanatha Nagenahalli,2159.0,3.0,2.0,120.0,3
8306,Plot  Area,Anekal,1453.0,2.0,2.0,16.5,2
8307,Super built-up  Area,TC Palaya,1200.0,2.0,0.0,66.0,3
8308,Super built-up  Area,Hennur,1255.0,2.0,1.0,57.5,2
8309,Super built-up  Area,Whitefield,1074.0,2.0,1.0,42.79,2
8310,Plot  Area,Suragajakkanahalli,1200.0,3.0,2.0,72.0,3
8311,Super built-up  Area,Sarjapur,1170.0,2.0,2.0,35.41,3
8312,Super built-up  Area,Tumkur Road,728.5,1.0,0.0,31.315,1
8313,Super built-up  Area,Bommanahalli,1660.0,2.0,2.0,100.0,3
8314,Plot  Area,Gattigere,900.0,6.0,1.0,95.0,5
8315,Built-up  Area,SK Garden,1850.0,3.0,0.0,175.0,6
8316,Built-up  Area,Gowdanapalya,510.0,1.0,0.0,34.0,1
8317,Super built-up  Area,Mahadevpura,1601.0,3.0,2.0,95.0,3
8318,Super built-up  Area,Begur Road,952.0,2.0,1.0,42.0,2
8319,Super built-up  Area,PNS Layout,1166.0,2.0,3.0,65.0,2
8320,Built-up  Area,Venkatapura,2700.0,2.0,1.0,260.0,3
8321,Built-up  Area,Electronic City Phase II,1900.0,3.0,1.0,97.0,4
8322,Plot  Area,Mathikere,1350.0,2.0,0.0,175.0,3
8323,Super built-up  Area,Haralur Road,1520.0,2.0,2.0,96.0,3
8324,Plot  Area,Harsha Layout,2100.0,6.0,3.0,100.0,4
8325,Super built-up  Area,Yelenahalli,1175.0,2.0,2.0,50.0,2
8326,Super built-up  Area,Bharathi Nagar,1432.0,2.0,2.0,68.0,2
8327,Super built-up  Area,Bommasandra Industrial Area,1005.0,2.0,1.0,39.77,2
8328,Super built-up  Area,Rajiv Nagar,1309.0,2.0,1.0,80.0,2
8329,Super built-up  Area,Dairy Circle,2251.0,4.0,2.0,370.0,3
8330,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,77.0,2
8331,Super built-up  Area,Kanakpura Road,1100.0,3.0,2.0,53.0,3
8332,Plot  Area,Sanjay nagar,2400.0,3.0,3.0,310.0,3
8333,Super built-up  Area,Begur Road,1565.0,2.0,2.0,56.34,3
8334,Built-up  Area,1st Stage Indira Nagar,940.0,2.0,1.0,56.0,2
8335,Super built-up  Area,Yarandahalli,1015.0,2.0,1.0,40.1,2
8336,Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
8337,Super built-up  Area,Electronic City,1652.0,3.0,3.0,110.0,3
8338,Super built-up  Area,Whitefield,1100.0,2.0,2.0,52.0,2
8339,Super built-up  Area,Rajiv Nagar,2340.0,4.0,1.0,145.0,4
8340,Super built-up  Area,Koramangala,1084.0,2.0,1.0,179.0,2
8341,Plot  Area,Kammanahalli,1200.0,1.0,1.0,81.0,2
8342,Super built-up  Area,Kacharakanahalli,1400.0,3.0,3.0,69.0,3
8343,Plot  Area,HBR Layout,2400.0,5.0,0.0,320.0,4
8344,Super built-up  Area,Electronic City Phase II,1020.0,2.0,1.0,27.43,2
8345,Super built-up  Area,Whitefield,1267.0,2.0,1.0,90.33,2
8346,Super built-up  Area,Bhoganhalli,2439.0,4.0,3.0,185.0,4
8347,Built-up  Area,Ashwath Nagar,1645.0,3.0,2.0,95.0,3
8348,Super built-up  Area,Sahakara Nagar,1100.0,2.0,2.0,75.0,3
8349,Built-up  Area,Electronic City,1320.0,2.0,1.0,38.12,3
8350,Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2
8351,Built-up  Area,Whitefield,5000.0,5.0,2.0,550.0,4
8352,Built-up  Area,KR Puram,2500.0,6.0,3.0,58.0,6
8353,Plot  Area,Kengeri Satellite Town,2480.0,2.0,1.0,160.0,2
8354,Built-up  Area,Kalyan nagar,1086.0,2.0,2.0,44.5,2
8355,Super built-up  Area,Kengeri,416.0,1.0,1.0,18.0,1
8356,Built-up  Area,Hennur Road,1066.0,2.0,1.0,52.23,2
8357,Super built-up  Area,OMBR Layout,1730.0,3.0,1.0,93.0,3
8358,Super built-up  Area,Balagere,1205.0,2.0,1.0,63.86,2
8359,Super built-up  Area,Marathahalli,2500.0,5.0,2.0,175.0,4
8360,Super built-up  Area,Subramanyapura,960.0,2.0,1.0,55.0,2
8361,Super built-up  Area,Haralur Road,1510.0,3.0,2.0,83.05,3
8362,Built-up  Area,Kanaka Nagar,1600.0,4.0,2.0,90.0,4
8363,Built-up  Area,Old Madras Road,2300.0,3.0,2.0,142.0,3
8364,Built-up  Area,Jakkasandra Extension,1000.0,2.0,1.0,63.0,2
8365,Super built-up  Area,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2
8366,Super built-up  Area,Hormavu,1553.0,2.0,2.0,58.23,3
8367,Super built-up  Area,Frazer Town,3436.0,5.0,2.0,345.0,4
8368,Super built-up  Area,Seegehalli,1134.0,2.0,2.0,45.0,2
8369,Plot  Area,Nagasandra,600.0,4.0,2.0,80.0,4
8370,Plot  Area,Horamavu Agara,2400.0,3.0,3.0,80.0,5
8371,Plot  Area,Whitefield,2400.0,4.0,1.0,143.0,4
8372,Super built-up  Area,Nagashetty Halli,1350.0,2.0,2.0,65.0,2
8373,Super built-up  Area,Sarjapur,1032.0,2.0,1.0,42.0,2
8374,Super built-up  Area,Tigalarpalya,1998.0,3.0,2.0,117.0,3
8375,Super built-up  Area,Murugeshpalya,1225.0,2.0,2.0,48.0,2
8376,Super built-up  Area,Sarjapur  Road,1262.0,2.0,2.0,67.0,2
8377,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
8378,Super built-up  Area,Thomas Town,1300.0,2.0,2.0,60.0,2
8379,Super built-up  Area,Kothannur,1070.0,2.0,2.0,38.6,2
8380,Built-up  Area,"Electronic city Phase 1, ",950.0,2.0,1.0,33.0,2
8381,Super built-up  Area,Balagere,1012.0,2.0,1.0,53.58,2
8382,Built-up  Area,TC Palaya,1000.0,2.0,0.0,70.0,2
8383,Super built-up  Area,Kadugodi,1394.0,2.0,2.0,56.0,2
8384,Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3
8385,Super built-up  Area, Banaswadi,527.0,1.0,0.0,35.0,1
8386,Super built-up  Area,Sarjapur  Road,1693.0,3.0,2.0,125.0,3
8387,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,235.0,4
8388,Super built-up  Area,Horamavu Agara,1000.0,2.0,1.0,46.0,2
8389,Built-up  Area,Kogilu,952.0,2.0,2.0,49.0,2
8390,Super built-up  Area,Malleshwaram,2050.0,4.0,2.0,270.0,3
8391,Super built-up  Area,Kengeri,1200.0,1.0,1.0,14.0,1
8392,Super built-up  Area,Mysore Road,1410.0,2.0,2.0,64.0,3
8393,Super built-up  Area,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2
8394,Plot  Area,Chikka Tirupathi,3056.0,5.0,2.0,100.0,4
8395,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2.0,125.0,3
8396,Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3
